8.436642646789550781e+00 5.827370166778564453e+00 7.092224121093750000e+00 -3.597049713134765625e-01 5.573639869689941406e-01 -5.322022438049316406e-01
8.367915153503417969e+00 5.805926799774169922e+00 7.114267826080322266e+00 -3.277282714843750000e-01 5.483455657958984375e-01 -5.273776054382324219e-01
8.328600883483886719e+00 5.743972778320312500e+00 7.070911884307861328e+00 -3.069477081298828125e-01 5.534744262695312500e-01 -4.874215126037597656e-01
8.425503730773925781e+00 5.771659851074218750e+00 7.039101123809814453e+00 -3.415718078613281250e-01 5.578637123107910156e-01 -4.969539642333984375e-01
8.420200347900390625e+00 7.467824935913085938e+00 7.036726951599121094e+00 -3.642673492431640625e-01 -5.207881927490234375e-01 -5.405726432800292969e-01
8.325142860412597656e+00 7.499661922454833984e+00 7.067947864532470703e+00 -3.370428085327148438e-01 -5.208158493041992188e-01 -5.325922966003417969e-01
8.362309455871582031e+00 7.431344985961914062e+00 7.108625888824462891e+00 -3.577823638916015625e-01 -5.052404403686523438e-01 -5.573921203613281250e-01
8.437479972839355469e+00 7.399895191192626953e+00 7.087230205535888672e+00 -3.858604431152343750e-01 -5.004472732543945312e-01 -5.643305778503417969e-01
5.805016994476318359e+00 5.799199104309082031e+00 7.116611957550048828e+00 7.249355316162109375e-02 1.799945831298828125e-01 -1.866765022277832031e-01
5.728672981262207031e+00 5.813960075378417969e+00 7.100759029388427734e+00 7.127094268798828125e-02 1.722998619079589844e-01 -1.827440261840820312e-01
5.735963821411132812e+00 5.757654190063476562e+00 7.049507141113281250e+00 6.590127944946289062e-02 1.686339378356933594e-01 -1.703319549560546875e-01
5.846662044525146484e+00 5.736838817596435547e+00 7.072114944458007812e+00 7.092237472534179688e-02 1.790976524353027344e-01 -1.757426261901855469e-01
5.852871894836425781e+00 7.501522064208984375e+00 7.076035022735595703e+00 9.558534622192382812e-02 -2.083077430725097656e-01 -2.417883872985839844e-01
5.743348121643066406e+00 7.495265960693359375e+00 7.037992954254150391e+00 9.130954742431640625e-02 -1.967573165893554688e-01 -2.322993278503417969e-01
5.733648777008056641e+00 7.426894187927246094e+00 7.090549945831298828e+00 9.357738494873046875e-02 -1.920552253723144531e-01 -2.351446151733398438e-01
5.811069011688232422e+00 7.440410137176513672e+00 7.109942913055419922e+00 9.802436828613281250e-02 -1.994810104370117188e-01 -2.413377761840820312e-01
6.724428176879882812e+00 6.627663135528564453e+00 7.888197898864746094e+00 5.943298339843750000e-02 -2.182807922363281250e-01 -7.816524505615234375e-01
6.635910987854003906e+00 6.620667934417724609e+00 7.882361888885498047e+00 8.614587783813476562e-02 -2.188720703125000000e-01 -7.664561271667480469e-01
6.634691238403320312e+00 6.560729980468750000e+00 7.895291805267333984e+00 7.100152969360351562e-02 -3.479385375976562500e-02 -7.669954299926757812e-01
6.723099231719970703e+00 6.563216209411621094e+00 7.901724815368652344e+00 4.471492767333984375e-02 -2.888631820678710938e-02 -7.805976867675781250e-01
6.284969806671142578e+00 5.820208072662353516e+00 3.619503021240234375e+00 1.174802780151367188e-01 2.590937614440917969e-01 2.460629940032958984e-01
6.192481040954589844e+00 5.839766979217529297e+00 3.643079042434692383e+00 1.082649230957031250e-01 2.355718612670898438e-01 2.260022163391113281e-01
6.198077201843261719e+00 5.782627105712890625e+00 3.700166940689086914e+00 9.802103042602539062e-02 2.221360206604003906e-01 2.055792808532714844e-01
6.289991855621337891e+00 5.763535976409912109e+00 3.676961898803710938e+00 1.063795089721679688e-01 2.472510337829589844e-01 2.250418663024902344e-01
6.298726081848144531e+00 7.480023860931396484e+00 3.681442975997924805e+00 1.348404884338378906e-01 -2.659287452697753906e-01 2.850334644317626953e-01
6.224620819091796875e+00 7.461956977844238281e+00 3.700184106826782227e+00 1.308994293212890625e-01 -2.474055290222167969e-01 2.668085098266601562e-01
6.184806823730468750e+00 7.394806861877441406e+00 3.659858942031860352e+00 1.324415206909179688e-01 -2.399091720581054688e-01 2.689154148101806641e-01
6.287780761718750000e+00 7.420928001403808594e+00 3.633013963699340820e+00 1.413440704345703125e-01 -2.677569389343261719e-01 2.938330173492431641e-01
8.000881195068359375e+00 7.497203826904296875e+00 3.683828115463256836e+00 -2.267031669616699219e-01 -4.691696166992187500e-01 5.551130771636962891e-01
7.893095970153808594e+00 7.502905845642089844e+00 3.647277116775512695e+00 -1.987352371215820312e-01 -4.602527618408203125e-01 5.517499446868896484e-01
7.936096191406250000e+00 7.442654132843017578e+00 3.614533901214599609e+00 -2.150621414184570312e-01 -4.508795738220214844e-01 5.710883140563964844e-01
8.011626243591308594e+00 7.428660869598388672e+00 3.633116006851196289e+00 -2.338557243347167969e-01 -4.519104957580566406e-01 5.811636447906494141e-01
7.134040832519531250e+00 6.629175186157226562e+00 7.890032768249511719e+00 -3.644323348999023438e-02 -2.081718444824218750e-01 -8.385009765625000000e-01
7.033243179321289062e+00 6.633721828460693359e+00 7.892012119293212891e+00 -1.489686965942382812e-02 -2.033343315124511719e-01 -8.236694335937500000e-01
7.033433914184570312e+00 6.565351009368896484e+00 7.904794216156005859e+00 -1.602506637573242188e-02 -3.306627273559570312e-02 -8.251881599426269531e-01
7.134878158569335938e+00 6.563635826110839844e+00 7.902567863464355469e+00 -3.513193130493164062e-02 -3.226518630981445312e-02 -8.422126770019531250e-01
4.974063873291015625e+00 7.072410106658935547e+00 7.039940834045410156e+00 1.104626655578613281e-01 -1.794042587280273438e-01 -2.764239311218261719e-01
4.878530979156494141e+00 7.039946079254150391e+00 7.022963047027587891e+00 1.184434890747070312e-01 -1.927342414855957031e-01 -2.946801185607910156e-01
4.870138168334960938e+00 6.964372158050537109e+00 7.068538188934326172e+00 1.275696754455566406e-01 -2.056646347045898438e-01 -3.167252540588378906e-01
4.965700149536132812e+00 6.996028900146484375e+00 7.085724830627441406e+00 1.164646148681640625e-01 -1.916694641113281250e-01 -2.939791679382324219e-01
4.102992057800292969e+00 6.257439136505126953e+00 4.488746166229248047e+00 2.929472923278808594e-01 2.469568252563476562e-01 1.830778121948242188e-01
4.046325206756591797e+00 6.299139022827148438e+00 4.529751777648925781e+00 3.251614570617675781e-01 2.455735206604003906e-01 1.750521659851074219e-01
4.073799133300781250e+00 6.235198974609375000e+00 4.570693016052246094e+00 2.901506423950195312e-01 2.391390800476074219e-01 1.533970832824707031e-01
4.135240077972412109e+00 6.189252853393554688e+00 4.534389019012451172e+00 2.589325904846191406e-01 2.328510284423828125e-01 1.555976867675781250e-01
4.114319801330566406e+00 7.066576004028320312e+00 6.222026824951171875e+00 2.786397933959960938e-01 -2.203717231750488281e-01 -8.309888839721679688e-02
